Name	GSM1074947_APPLY_p_Hulin_58_430A_Mouse430A_2_A01_528242.EXPRESSION	GSM1074948_APPLY_p_Hulin_58_430A_Mouse430A_2_A02_528130.EXPRESSION	GSM1074949_APPLY_p_Hulin_58_430A_Mouse430A_2_A03_528272.EXPRESSION	GSM1074950_APPLY_p_Hulin_58_430A_Mouse430A_2_A04_528190.EXPRESSION	GSM1074951_APPLY_p_Hulin_58_430A_Mouse430A_2_A05_528142.EXPRESSION	GSM1074952_APPLY_p_Hulin_58_430A_Mouse430A_2_A06_528174.EXPRESSION	GSM1074953_APPLY_p_Hulin_58_430A_Mouse430A_2_A07_528222.EXPRESSION	GSM1074954_APPLY_p_Hulin_58_430A_Mouse430A_2_A08_528264.EXPRESSION	GSM1074955_APPLY_p_Hulin_58_430A_Mouse430A_2_A09_528228.EXPRESSION	GSM1074956_APPLY_p_Hulin_58_430A_Mouse430A_2_A10_528122.EXPRESSION	GSM1074957_APPLY_p_Hulin_58_430A_Mouse430A_2_A11_528118.EXPRESSION	GSM1074958_APPLY_p_Hulin_58_430A_Mouse430A_2_A12_528294.EXPRESSION	GSM1074959_APPLY_p_Hulin_58_430A_Mouse430A_2_B01_528198.EXPRESSION	GSM1074960_APPLY_p_Hulin_58_430A_Mouse430A_2_B02_528162.EXPRESSION	GSM1074961_APPLY_p_Hulin_58_430A_Mouse430A_2_B03_528172.EXPRESSION	GSM1074962_APPLY_p_Hulin_58_430A_Mouse430A_2_B04_528232.EXPRESSION	GSM1074963_APPLY_p_Hulin_58_430A_Mouse430A_2_B05_528290.EXPRESSION	GSM1074964_APPLY_p_Hulin_58_430A_Mouse430A_2_B06_528150.EXPRESSION	GSM1074965_APPLY_p_Hulin_58_430A_Mouse430A_2_B07_528284.EXPRESSION	GSM1074966_APPLY_p_Hulin_58_430A_Mouse430A_2_B08_528244.EXPRESSION	GSM1074967_APPLY_p_Hulin_58_430A_Mouse430A_2_B09_528186.EXPRESSION	GSM1074968_APPLY_p_Hulin_58_430A_Mouse430A_2_B10_528194.EXPRESSION	GSM1074969_APPLY_p_Hulin_58_430A_Mouse430A_2_B11_528262.EXPRESSION	GSM1074970_APPLY_p_Hulin_58_430A_Mouse430A_2_B12_528132.EXPRESSION	GSM1074971_APPLY_p_Hulin_58_430A_Mouse430A_2_C01_528304.EXPRESSION	GSM1074972_APPLY_p_Hulin_58_430A_Mouse430A_2_C02_528216.EXPRESSION	GSM1074973_APPLY_p_Hulin_58_430A_Mouse430A_2_C03_528184.EXPRESSION	GSM1074974_APPLY_p_Hulin_58_430A_Mouse430A_2_C04_528282.EXPRESSION	GSM1074975_APPLY_p_Hulin_58_430A_Mouse430A_2_C05_528136.EXPRESSION	GSM1074976_APPLY_p_Hulin_58_430A_Mouse430A_2_C06_528296.EXPRESSION	GSM1074977_APPLY_p_Hulin_58_430A_Mouse430A_2_C07_528298.EXPRESSION	GSM1074978_APPLY_p_Hulin_58_430A_Mouse430A_2_C08_528280.EXPRESSION	GSM1074979_APPLY_p_Hulin_58_430A_Mouse430A_2_C09_528286.EXPRESSION	GSM1074980_APPLY_p_Hulin_58_430A_Mouse430A_2_C10_528210.EXPRESSION	GSM1074981_APPLY_p_Hulin_58_430A_Mouse430A_2_C11_528134.EXPRESSION	GSM1074982_APPLY_p_Hulin_58_430A_Mouse430A_2_C12_528212.EXPRESSION	GSM1074983_APPLY_p_Hulin_58_430A_Mouse430A_2_D01_528268.EXPRESSION	GSM1074984_APPLY_p_Hulin_58_430A_Mouse430A_2_D02_528182.EXPRESSION	GSM1074985_APPLY_p_Hulin_58_430A_Mouse430A_2_D03_528274.EXPRESSION	GSM1074986_APPLY_p_Hulin_58_430A_Mouse430A_2_D04_528204.EXPRESSION	GSM1074987_APPLY_p_Hulin_58_430A_Mouse430A_2_D05_528252.EXPRESSION	GSM1074988_APPLY_p_Hulin_58_430A_Mouse430A_2_D06_528278.EXPRESSION	GSM1074989_APPLY_p_Hulin_58_430A_Mouse430A_2_D07_528152.EXPRESSION	GSM1074990_APPLY_p_Hulin_58_430A_Mouse430A_2_D08_528188.EXPRESSION	GSM1074991_APPLY_p_Hulin_58_430A_Mouse430A_2_D09_528292.EXPRESSION	GSM1074992_APPLY_p_Hulin_58_430A_Mouse430A_2_D10_528250.EXPRESSION	GSM1074993_APPLY_p_Hulin_58_430A_Mouse430A_2_D11_528164.EXPRESSION	GSM1074994_APPLY_p_Hulin_58_430A_Mouse430A_2_D12_528160.EXPRESSION	GSM1074995_APPLY_p_Hulin_58_430A_Mouse430A_2_E01_528176.EXPRESSION	GSM1074996_APPLY_p_Hulin_58_430A_Mouse430A_2_E02_528206.EXPRESSION	GSM1074997_APPLY_p_Hulin_58_430A_Mouse430A_2_E03_528124.EXPRESSION	GSM1074998_APPLY_p_Hulin_58_430A_Mouse430A_2_E04_528254.EXPRESSION	GSM1074999_APPLY_p_Hulin_58_430A_Mouse430A_2_E05_528128.EXPRESSION	GSM1075000_APPLY_p_Hulin_58_430A_Mouse430A_2_E06_528276.EXPRESSION	GSM1075001_APPLY_p_Hulin_58_430A_Mouse430A_2_E07_528166.EXPRESSION	GSM1075002_APPLY_p_Hulin_58_430A_Mouse430A_2_E08_528126.EXPRESSION	GSM1075003_APPLY_p_Hulin_58_430A_Mouse430A_2_E09_528236.EXPRESSION	GSM1075004_APPLY_p_Hulin_58_430A_Mouse430A_2_E10_528246.EXPRESSION
Wdr43	9.619023557	9.945366099	10.14739111	11.14473516	11.38415807	11.13168098	11.17761654	11.04913332	11.06248582	10.5341894	10.57529847	10.7914722	10.79424204	10.80761276	10.74606434	10.74218638	10.62963797	10.64354718	9.593245865	9.783295528	10.55668982	11.14768904	11.13967707	10.85216515	10.92401067	11.018563	10.9001959	10.64465833	10.50383171	10.57758161	10.7155221	10.47221522	10.61325482	10.42258896	10.50844361	9.799760676	10.78466753	10.44401153	10.47240931	10.04290786	10.00536037	11.24934765	11.04544753	10.83046695	10.57013245	10.62795641	10.71579378	10.70447641	9.938283727	11.30512287	10.98658559	10.818414	10.56757407	10.69061395	10.61729544	10.44349693	10.60871259	10.38390488
Rassf2	10.31442673	9.256528767	8.693772864	7.000462119	6.101245156	6.005215064	5.720258393	6.6118038	7.147980082	7.693981632	7.7116084	7.843506138	7.452558715	7.468028215	7.279232538	7.163378154	6.888091184	6.888096295	10.09836443	9.013168033	7.42230942	6.821928865	6.40559042	6.135944833	5.59214638	6.069785259	5.975215922	6.586237114	6.578178394	6.956355535	6.564490225	6.900426992	6.77464284	6.899504695	6.423931636	6.884478676	6.315468117	6.767507673	6.519945733	7.081399611	8.984204953	7.543028939	6.234123476	8.058465623	7.909875923	7.480909323	7.328700371	7.141836411	9.249373412	6.618491964	5.818884632	6.770147335	7.108764559	6.411971775	6.64376928	6.742453779	6.735072585	6.992842577
Hcfc1r1	8.72873676	8.533180351	8.505053061	8.240296456	7.764228784	7.6610407	7.710468971	7.910283684	7.756597988	7.926881893	7.886718095	7.772048036	7.509491602	7.70652668	7.64306363	7.72376945	7.741457523	8.093439116	8.891357713	8.866635097	8.430109203	8.00089488	7.571737382	7.603281832	7.759886646	7.786548369	7.515699066	7.389565019	7.388319507	7.632471789	7.530917246	8.038103791	7.806735356	8.163261806	7.966405473	8.791227104	7.892305014	8.035006043	7.808649394	8.564752914	8.830045862	7.904982134	7.683666849	7.82774442	7.717784964	7.408847295	7.561998684	7.890737319	8.749612882	7.699915513	7.687139354	7.341779985	7.656353177	7.364593035	7.742278288	7.969219405	7.810388387	7.869182295
Glod4	8.785026012	8.425171426	8.135928617	8.355079422	8.697520728	8.93704598	9.189002512	9.485498616	9.647983061	9.836769615	9.893214508	9.713515043	9.935721841	9.860153744	9.951961127	9.917745887	10.02966664	9.972498628	8.540186592	8.64967349	8.621059349	8.591185417	9.122583499	9.136987515	9.162914502	9.557503736	9.293077206	9.350126021	9.148954319	9.078207572	9.186708472	9.551115345	9.369646715	9.647633357	9.455220381	9.797362625	9.341965776	9.64810295	9.42244249	9.814053391	8.464036066	8.3166048	9.081682598	9.753285309	9.848265476	9.840240273	9.958801523	9.908181513	8.531531096	8.571075522	9.128332797	9.303020338	9.172639529	9.077959412	9.36364081	9.497995391	9.376713431	9.415254882
BC029722	8.648971043	8.412308387	8.465384263	8.573440415	8.621127671	8.475028861	8.514303334	8.473879798	8.651308455	8.539923469	8.457180991	8.46647306	8.265695457	8.245365893	8.106708469	8.047959861	7.903691273	8.137618366	8.548381591	8.348827402	8.108066429	8.508417341	8.584827668	8.614311901	8.66256386	8.810578534	8.91690316	8.945237896	9.136519038	9.188078002	8.906886376	8.810238489	8.876143669	8.748504621	9.050196678	8.567408084	8.77706526	8.613336142	8.985083411	8.784746871	8.494359761	8.756879045	8.587949354	8.63592315	8.380395653	8.230632791	8.284517698	8.081257196	8.396125668	8.335030454	8.588380922	8.942768208	9.167187972	8.844560312	8.943095279	8.89457852	8.817202504	8.940970771
Gtf3c2	8.940714492	9.0011629	9.157620602	9.356663553	9.194779018	9.185920808	8.759128506	8.640232128	8.597598485	8.497233729	8.714872654	8.769934513	8.626652445	8.56012037	8.581458521	8.810677958	8.59102698	8.606294797	9.100900145	8.815487492	9.12914614	9.39293876	9.116827751	9.083740804	9.063592435	8.87348223	8.901387827	8.892494203	8.866155023	8.897245007	8.835725781	8.722963474	8.90638729	8.584752636	8.822052349	8.583802362	8.844060365	8.617758568	8.633779821	8.366436409	9.06124059	9.173370624	9.011698774	8.768607497	8.858996344	8.873601818	8.785156817	8.663798456	9.132029434	9.524158794	8.92619968	8.880263883	8.837180055	8.813776691	8.818105869	8.713296251	8.792559129	8.697451482
Naa30	9.301771505	9.572271719	9.38747342	9.428718206	9.115326655	9.002677808	8.917622941	8.542108251	8.285856447	8.397262914	8.368899388	8.25298836	8.336097609	8.204709472	8.194798586	8.392968583	8.285328632	8.091583144	9.554825318	9.471139905	9.235268042	9.36846365	9.051417907	9.019199414	8.988236403	8.785217375	8.572986652	8.788920764	8.437997283	8.289096802	8.284060152	8.330327256	8.233852396	8.336565361	8.258483709	8.301694652	8.369499666	8.233955413	8.374257958	8.31574157	9.510407694	9.231477293	9.042148921	8.418415968	8.46907466	8.405604488	8.511143041	8.354927503	9.336318716	9.337062269	8.943553274	8.579080938	8.418388491	8.285170156	8.366175115	8.233564849	8.481684782	8.367943598
Ndufa3	12.0322945	11.74204236	11.3066235	11.16912944	11.25337837	11.4458626	11.52347085	11.63029724	11.83158462	11.9286626	11.88414284	11.72598859	11.62883356	11.65466626	11.5223586	11.64636731	11.67256718	11.54561716	12.04286961	11.62146791	11.28793668	11.28971069	11.33432129	11.59944764	11.73810248	11.6602729	11.86003038	11.72204942	11.78789504	11.70632	11.55938919	11.5487533	11.64868764	11.68405493	11.89865688	11.83881045	11.53601119	11.61513218	11.81036769	11.72810183	11.57186908	11.27308034	11.66409015	11.79287071	11.8925594	11.82764006	11.7217049	11.75049038	11.66003324	11.36481072	11.64042977	11.68781452	11.74238255	11.79337767	11.7776622	11.81346104	11.70296494	11.87999016
Tmem147	9.442028962	9.252671299	9.038672383	10.28820031	10.86740518	11.04409718	11.05600385	11.03894052	11.03669948	10.97845386	10.94116667	10.55429285	10.50488496	10.56859758	10.55506454	10.4437638	10.56812385	10.34448257	9.584583981	9.312562567	9.023526017	10.32597991	11.05355447	11.1648675	11.06286421	11.09778755	11.00171343	10.92353872	10.86555802	10.45304509	10.4136534	10.47927501	10.54276369	10.48248148	10.61941956	10.39355539	10.49506102	10.48291055	10.63812498	10.55346244	9.177567326	10.36355974	10.97406213	10.93560801	10.43419166	10.52719754	10.49144515	10.41324309	9.038329012	10.194505	11.04689812	10.95815556	10.39131469	10.29461244	10.50514379	10.52452828	10.49785308	10.61331024
3110043O21Rik	7.954233964	9.807352662	8.286350304	8.18593506	7.779653541	7.648459353	7.531658282	7.617409127	7.678013433	7.037215237	7.42030303	7.401416297	7.912535559	7.974122652	8.295346626	7.886844286	8.209614582	7.817828292	8.263761917	8.907922426	7.600618068	8.568510763	9.221333716	9.53806491	9.514819846	9.158611483	8.612316454	7.84446854	8.375663083	8.065660847	7.83314534	7.7826241	7.725606363	7.751357783	7.040723266	7.631993052	7.618453826	7.507684675	6.878105525	7.354470175	9.515789477	7.973911936	7.630750626	7.669697607	7.2703662	8.089562975	8.31204522	8.236967551	8.807828348	8.18875828	9.405528599	8.083968134	7.842723246	7.733813071	7.819289229	7.455617059	7.463648964	7.028636527
Dzip1	8.731354021	8.217051256	6.629850674	5.160066523	4.924477261	4.321928095	4.523808348	4.321928095	4.710430694	4.552200651	4.321928095	5.171882878	4.321928095	4.759866266	4.820903566	4.546385162	4.992823113	4.810935131	9.004335709	8.539692926	7.15873174	4.992613279	4.321928095	4.321928095	4.321928095	4.54497402	4.321928095	4.321928095	4.321928095	4.718880074	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.359340296	8.309140974	5.225897387	4.412144656	4.321928095	4.621341641	4.508272342	4.688728504	4.600032205	8.672174113	4.679274838	4.321928095	4.321928095	4.673672954	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095
1190005P17Rik	10.19637837	10.59464399	10.66880073	11.02835891	11.04468991	11.08317391	11.27401578	11.1147965	10.9224832	10.94112828	11.01701499	10.94545734	10.67838641	10.88091077	10.78415397	11.04023313	10.9391692	10.94151262	10.38613044	10.66285706	10.54248877	11.00013546	11.10050752	11.18805993	11.47724284	11.28801053	11.16390354	11.13799712	11.08796479	10.962366	10.87236379	10.84955584	10.92450965	10.77548151	10.99337174	10.51647601	10.94913463	10.83237409	10.95887593	10.36250045	10.61737631	11.06359172	11.3529887	10.8831202	11.07131868	10.97687027	11.07696779	11.14313165	10.53055315	11.07989524	11.22305273	11.12578257	10.97627933	10.89421287	10.99638652	11.03043483	10.87087123	10.88855937
Mis18a	8.947317493	8.881130501	9.817728701	9.67664434	8.417395078	8.447568372	8.536477198	8.25589403	8.48562082	9.51640803	9.720160252	9.805324417	9.533704095	9.531098276	9.528065097	9.609941576	9.269322856	9.393141918	8.856839383	8.528684381	9.509237802	9.117281188	8.104843878	7.895933755	8.189931099	8.106265045	8.466784815	9.508507225	9.805578288	9.999449529	9.847393501	9.94188637	9.916660244	10.04028582	9.911917904	9.914008155	10.03580799	10.00140622	9.865079935	9.836242727	9.00498964	9.46056165	8.436181661	9.5139922	9.940172016	9.653930955	9.721784709	9.811305648	8.702429321	9.216541945	8.164432445	9.393269287	10.14515594	9.804644936	9.956969086	9.982090707	9.981350961	10.00033754
Car12	4.886495905	4.861828764	5.329561653	8.490228625	8.95118586	8.886506688	8.062013231	8.226617937	8.196294064	7.842408012	7.86970063	7.982438675	7.946979026	7.931646237	7.772550913	7.511806978	7.800808373	7.385728754	5.236776796	5.050987442	5.035922889	8.080436413	8.764865734	8.580884324	7.860427938	8.235355044	8.291417367	7.858191604	7.799898051	7.645890811	7.44592263	6.840546617	7.224279494	6.726198765	7.223863835	6.388028951	7.314152892	6.981308874	7.311541612	6.723671309	4.967719174	8.332425853	8.423011975	8.305963721	7.912932971	7.964733957	7.768632698	7.683338016	4.862407054	8.122424221	8.112238561	8.250788408	7.413684203	7.204673193	7.230438694	7.154112486	7.377100541	7.454017896
Pigk	6.817564486	7.004593868	6.703651665	6.690320599	7.081723856	6.69501036	6.870051432	6.767300081	6.89836095	7.256140204	7.5459845	7.753039037	7.601666474	7.709065699	7.726207584	7.955637499	7.934354946	7.707906314	6.906530172	6.501555049	6.412463571	6.619448464	6.847749616	6.650593235	6.794115741	7.125631575	7.092842225	7.306388895	7.120831748	7.503344834	7.292398754	7.42841096	7.317388972	7.520245942	7.391080015	7.714955886	7.446829123	7.588227926	7.601694528	7.477433542	6.910843993	6.663431796	6.727568842	7.347342348	7.509146043	7.384311175	7.839312866	7.926058592	7.168337521	6.540021324	6.957401858	7.148942536	7.447660134	7.190166194	7.416371014	7.469653061	7.601230543	7.708981299
C9orf19	7.558735765	6.833199142	5.6795472	5.143704754	5.430458331	5.396177974	6.54003643	6.597022268	6.592982792	6.706725085	6.73697806	6.855259951	6.988456482	7.455004638	7.40988149	7.935842634	6.995820357	7.774298	7.070982305	6.699163626	6.041844523	5.548058757	6.351635317	6.305624191	7.178430369	7.290600796	6.724353719	7.089837709	7.335597406	8.721448007	9.163314235	9.62088997	9.280206422	9.591228329	9.696567889	10.16354122	9.405458215	9.802464793	9.996160896	10.61799801	6.97220954	5.561624122	6.248353109	6.646687608	6.9918908	6.806996153	7.630306033	7.733414956	6.766423108	5.722289147	6.848281597	7.219989394	8.416032177	8.550710266	9.590449193	9.855835202	9.484507589	10.1395457
Polr2i	8.764216735	8.501006737	8.676552242	9.057774388	9.701401407	9.93326018	10.12824286	10.30672064	10.36017349	10.2173858	10.16725778	9.948188938	9.822263328	9.936301308	9.712951588	9.695807594	9.812717776	9.64213406	8.863211785	8.587846947	8.550811456	9.299783941	9.829559113	10.13842717	10.22225092	10.41555818	10.3682083	10.2392385	10.24021	9.928578687	9.793006815	9.810017309	9.866110868	9.857769812	9.939501337	9.538464241	9.858785938	9.873413972	9.886289458	9.551077201	8.374333005	9.171815822	10.24192884	10.30703369	10.0073888	9.918651849	9.878489118	9.80554705	8.48028571	9.038203117	10.26436138	10.35765621	9.887711832	9.716825234	9.90861356	9.883731091	9.853557028	9.875310632
2210419D22Rik	8.650843035	8.563784246	7.843845202	8.130420487	8.059369192	8.451590674	8.123744618	8.065970494	7.871287539	7.793304703	7.798429308	7.713859708	7.513294289	7.633387663	7.575822099	7.4163527	7.401624755	7.418614945	8.5212283	8.389412052	7.799611257	8.031078473	8.442457858	8.527363093	8.410404636	8.301786171	8.259244896	7.808531414	7.661645256	7.311193594	7.350005787	7.198467907	7.307911546	7.264618156	7.596100398	7.751051405	7.285550401	7.372972065	7.697575614	8.336862297	8.59229304	7.915940893	8.342894299	7.883934918	7.798493748	7.741341283	7.688832245	7.551664324	8.685626968	7.847009331	8.367446792	7.879887763	7.4854518	7.330663727	7.29039222	7.430142599	7.504587184	7.620695507
Actr6	8.342785402	8.17576396	8.060514816	8.200727039	7.59939846	7.898538573	7.953729267	7.799384194	7.628825651	7.940545609	8.17838767	8.146776917	8.258039578	8.375108251	8.229936314	8.449809419	8.162127751	7.971231575	8.48817589	8.445041403	8.217138427	8.175884916	7.986138256	7.793516808	8.000900879	8.057969304	8.115352999	8.312486274	8.24453471	8.335995513	8.276323844	8.310586121	8.296775128	8.350247157	8.143464385	8.077720276	8.25147635	8.2736461	8.391814518	8.12990644	8.173948403	8.037497709	8.104379978	7.949299069	8.319431587	8.524592714	8.592623958	8.343894279	8.584317138	8.07280998	7.753886629	7.965011379	8.186064001	7.917700204	8.251815715	8.287626299	8.466956419	8.473099155
Nkiras1	7.881170813	7.803546685	8.107340849	8.17138549	7.782823424	8.185553201	8.335793362	8.252630831	8.185343575	7.465728399	7.563012971	7.684107781	7.516983813	7.260187023	7.477168589	7.32824987	7.377799841	7.121577239	8.076169089	7.780145013	7.709085701	8.044602854	7.786826118	8.091383955	8.084822283	8.054692621	8.048451996	7.662787413	7.515058075	7.577304051	7.358825756	7.439522996	7.373370588	7.457163843	7.382192232	7.25641012	7.603746474	7.33768627	7.348883758	7.170477789	7.834298701	7.958911362	8.254363546	7.685802585	7.55394824	7.696483152	7.475535124	7.609619396	7.934389371	7.734970471	8.155666034	7.659591939	7.415504889	7.196573399	7.395260747	7.364099069	7.431107474	7.33584613
2310015N07Rik	7.456720626	6.599534111	6.825046232	7.330054514	7.403136587	7.781155907	8.012227694	7.802842657	7.859311848	8.026142656	8.252612138	8.009035934	7.444199024	7.517861931	7.603309853	7.795049612	7.926939275	7.706131924	7.452203436	6.838011025	6.847534847	7.162811232	7.317730599	7.714346873	7.935975986	7.924681172	7.806989418	8.090373001	7.993630213	7.917591634	7.189080272	7.41138512	7.386988949	7.490372544	7.520844691	7.659835256	7.361023909	7.329588112	7.575285364	7.690219772	6.606348076	7.058810108	8.075263	8.125593607	7.972763172	7.525657712	7.695007707	7.821239864	6.949943391	7.163944946	7.851448451	7.836546654	7.935309213	7.30009418	7.393867404	7.345378266	7.416635367	7.569633944
Hdhd2	7.462498727	6.498363487	6.7578277	8.15306439	8.388831608	8.46069067	8.280217421	8.302725868	8.135834741	7.975257199	8.149904974	8.181375604	8.136463079	8.109528274	8.022173669	7.810525937	7.949859267	7.693458808	7.39036543	6.539140815	6.709855898	8.19356812	8.481575304	8.430878479	8.275546601	8.470469449	8.06821478	8.007535727	8.007874026	7.98467641	7.980624031	7.940677278	7.915540813	7.611074603	7.871224236	7.574615525	7.914470803	7.706277905	7.858598721	7.645418996	6.214835456	8.046985487	8.325670373	7.938980801	8.185281232	7.98659271	8.020026336	7.994416893	6.617520569	8.00280712	8.306935157	8.071794457	7.928977298	7.645122986	7.859905455	7.805609114	7.822506757	7.897275498
Lphn1	9.18639631	8.968769096	8.856764271	8.331983978	8.353368817	8.907684257	8.354077404	8.080326568	8.619875675	8.544767065	8.273874616	7.957394152	8.021607166	7.784103405	7.879605233	7.930494619	7.930195173	7.800459971	9.557863026	9.286461343	8.747366816	8.313814929	8.693788765	9.198854504	8.433776395	8.183294535	8.663136852	8.395218522	8.546469101	8.024440422	7.761377615	7.465657548	7.457723494	7.559333385	7.291191154	7.474427989	7.569424783	7.479630595	7.342937269	7.408912243	8.927041464	8.551650266	8.638898902	8.461722612	8.179169606	8.074165451	7.888578534	7.795250954	9.163497118	8.372633828	8.803572787	8.438128329	8.199539752	8.064892053	7.32548669	7.306155099	7.48635279	7.528678897
Phkg2	8.773570267	8.757583614	8.837101833	7.989547456	8.356445814	8.182198555	7.932282699	7.936921394	8.213975795	7.985452561	8.09687273	7.892973237	7.761771137	7.816630994	7.828142686	7.810976814	7.532557038	8.044365161	8.669168557	8.699344024	8.546213607	8.086698762	8.413552032	8.322724306	7.96229674	8.019523255	7.980201805	8.034177964	7.896027929	7.496762302	7.537517317	7.851005753	7.663069344	7.781402149	7.543119373	8.02488474	7.707632681	7.874381258	7.696736993	8.194229724	8.678524635	8.226626321	7.966911412	8.037326298	7.698148192	7.574361193	7.787310775	7.661099966	8.782767209	8.141444423	7.917590566	7.990158548	7.550833999	7.55777957	7.855250398	7.663696585	7.804928488	7.65701582
2410012H22Rik	5.993944784	6.522357754	6.482689849	7.151859633	7.597832985	8.030839298	8.006104975	8.016128712	8.004064973	7.498155236	7.51650011	7.338128239	6.97286884	7.138203281	7.093961907	7.02217594	7.032780348	6.95561571	6.097133853	6.524853161	5.651579291	7.025936459	7.666590833	7.98430231	7.898810852	7.814955946	7.436715459	7.135039395	7.350559903	7.185813147	6.978940906	7.217150238	7.21997289	7.23535076	7.452765011	7.843160402	7.186911454	7.356501421	7.455014581	8.217853793	6.165456934	7.213789645	8.099351644	7.913396903	7.129268551	7.16155799	7.330292343	7.050689322	6.526460834	6.698684688	7.785272662	7.374681919	7.049130813	7.052679692	7.339718427	7.285518666	7.318176549	7.456366248
Naa38	9.379341679	8.73239185	8.894259461	8.844465519	8.769491528	9.197698297	9.360724549	9.929449083	10.03138369	10.1536502	10.1721933	10.22948872	10.12138715	10.11179277	9.850585854	9.931334471	10.00569954	9.997888861	9.372003755	8.749824989	8.626859972	8.754817532	8.982485062	9.385100172	9.451630028	9.80078878	9.905304537	10.00977006	10.08674522	10.17098003	10.06993663	10.04249259	10.13890442	10.12891267	10.27650386	10.15724611	10.0402025	10.07715228	10.26296814	10.18807547	8.795849242	8.814926232	9.629700004	10.13919473	10.20221004	10.17602013	10.04107284	10.04175168	8.786940963	8.759798468	9.534160686	9.973738312	10.2072143	10.1216981	10.23577703	10.24022453	10.12352954	10.32667539
1110007L15Rik	8.199476599	8.028273157	8.488128575	8.836332313	8.988212922	8.839158567	8.804128407	8.905008332	9.067820786	9.019994148	9.340416098	9.235545029	9.187495894	9.224369468	9.090553068	9.078162015	9.147795236	9.035632881	8.094246675	8.152715669	8.307191792	8.553559902	8.824788667	8.74496009	8.731858352	9.12093759	8.902138243	8.912781919	9.131237214	9.100230289	9.029215268	9.097211145	9.148031564	9.058160939	9.054068674	8.838964744	8.979080737	9.061297562	9.03718337	8.841353603	7.996574155	8.716704241	8.88587815	9.231257266	9.104160031	9.074265816	9.099555605	9.083663237	8.106082545	8.510726796	8.712939662	9.166254703	9.026116373	8.875453476	9.185340861	9.041301824	9.200693583	9.03518877
Snhg5	10.19341435	9.82022145	9.717171722	10.39609699	10.65589801	10.68716454	10.61677371	10.75185834	10.85453627	10.62282185	10.90767959	11.11099231	10.99946841	10.92581161	10.89043357	10.84525229	10.67184849	10.70100359	10.00446125	9.709217584	9.561196448	10.26627939	10.54890537	10.68599646	10.5305651	10.77223109	10.84726909	10.54437691	10.85151818	11.24981831	11.07180764	10.89521669	11.00859974	10.81284631	10.90847805	10.39824221	11.04220835	10.88896216	10.75882113	10.3607046	9.80217613	10.44071314	10.80383991	10.93929365	11.06196079	10.91568639	10.98483102	10.86323753	9.674024219	10.28024746	10.67108884	10.77855947	11.02797554	10.94583645	11.00930268	10.90013006	10.89257882	10.82971738
Rps24	13.58890966	13.62804492	13.68898886	13.54384838	13.44636001	13.45433969	13.40609386	13.40311332	13.42669284	13.44578731	13.32759506	13.10755471	13.27980824	13.23969483	13.30237185	13.38955515	13.33652328	13.32783146	13.60950932	13.61215097	13.59725694	13.53214457	13.37096665	13.43595107	13.53205017	13.44926257	13.66272576	13.52878421	13.52558814	13.44318713	13.3498983	13.37706279	13.25013014	13.36034163	13.35413755	13.37024094	13.35403331	13.34911019	13.37200173	13.22037409	13.82195592	13.45997126	13.51606555	13.45712819	13.31235491	13.50524777	13.3547534	13.47674166	13.73616975	13.68962357	13.49044481	13.53223817	13.46756422	13.44126427	13.39669523	13.41929361	13.42906496	13.47243362
Ints7	9.59636004	9.904170352	10.00990914	9.591251141	9.621983952	9.721588274	9.54464535	9.871503516	10.20567569	10.48159558	10.53955762	10.16134048	10.11919724	10.11380458	9.944219597	9.999333771	9.862207637	10.02205491	9.645707565	9.825172336	10.00346548	9.526714007	9.599335097	9.606884916	9.440206546	9.758797295	9.95925218	10.21923986	10.31095248	10.04128695	9.773660874	9.614150085	9.650058819	9.495473204	9.704303727	9.470374556	9.670617675	9.554371633	9.706930025	9.497693269	9.807711756	9.676260548	9.630573745	10.54897196	10.1892265	10.02512567	9.994628221	9.959584387	9.848000107	9.535037967	9.503508178	10.19629356	9.880326007	9.752826327	9.624856654	9.727419956	9.607971923	9.686847105
2310073E15Rik	7.813355483	7.881736269	8.013879841	8.649282109	8.872195424	8.827381479	9.304242726	9.124946278	8.959802328	8.619329431	8.44400944	8.589135245	8.462710373	8.279067976	8.321454775	7.770683095	8.191306781	7.71159096	7.756521489	7.694722621	7.685401495	8.694262702	8.75362588	8.6757782	8.942786243	8.845195771	8.79586907	8.635176922	8.459213854	8.244547566	8.300069949	8.176050376	8.144424797	8.035933722	8.16535877	7.755338686	8.066602995	8.035660947	8.007934218	7.555190706	7.892765923	8.794777167	9.164054641	9.067840789	8.431867723	8.260005257	8.156366724	8.082004622	7.729610922	8.407209373	8.869267935	8.818264581	8.132691936	8.147690132	8.195808307	8.227507578	8.276821526	8.045663671
