Name	GSM1074947_APPLY_p_Hulin_58_430A_Mouse430A_2_A01_528242.EXPRESSION	GSM1074948_APPLY_p_Hulin_58_430A_Mouse430A_2_A02_528130.EXPRESSION	GSM1074949_APPLY_p_Hulin_58_430A_Mouse430A_2_A03_528272.EXPRESSION	GSM1074950_APPLY_p_Hulin_58_430A_Mouse430A_2_A04_528190.EXPRESSION	GSM1074951_APPLY_p_Hulin_58_430A_Mouse430A_2_A05_528142.EXPRESSION	GSM1074952_APPLY_p_Hulin_58_430A_Mouse430A_2_A06_528174.EXPRESSION	GSM1074953_APPLY_p_Hulin_58_430A_Mouse430A_2_A07_528222.EXPRESSION	GSM1074954_APPLY_p_Hulin_58_430A_Mouse430A_2_A08_528264.EXPRESSION	GSM1074955_APPLY_p_Hulin_58_430A_Mouse430A_2_A09_528228.EXPRESSION	GSM1074956_APPLY_p_Hulin_58_430A_Mouse430A_2_A10_528122.EXPRESSION	GSM1074957_APPLY_p_Hulin_58_430A_Mouse430A_2_A11_528118.EXPRESSION	GSM1074958_APPLY_p_Hulin_58_430A_Mouse430A_2_A12_528294.EXPRESSION	GSM1074959_APPLY_p_Hulin_58_430A_Mouse430A_2_B01_528198.EXPRESSION	GSM1074960_APPLY_p_Hulin_58_430A_Mouse430A_2_B02_528162.EXPRESSION	GSM1074961_APPLY_p_Hulin_58_430A_Mouse430A_2_B03_528172.EXPRESSION	GSM1074962_APPLY_p_Hulin_58_430A_Mouse430A_2_B04_528232.EXPRESSION	GSM1074963_APPLY_p_Hulin_58_430A_Mouse430A_2_B05_528290.EXPRESSION	GSM1074964_APPLY_p_Hulin_58_430A_Mouse430A_2_B06_528150.EXPRESSION	GSM1074965_APPLY_p_Hulin_58_430A_Mouse430A_2_B07_528284.EXPRESSION	GSM1074966_APPLY_p_Hulin_58_430A_Mouse430A_2_B08_528244.EXPRESSION	GSM1074967_APPLY_p_Hulin_58_430A_Mouse430A_2_B09_528186.EXPRESSION	GSM1074968_APPLY_p_Hulin_58_430A_Mouse430A_2_B10_528194.EXPRESSION	GSM1074969_APPLY_p_Hulin_58_430A_Mouse430A_2_B11_528262.EXPRESSION	GSM1074970_APPLY_p_Hulin_58_430A_Mouse430A_2_B12_528132.EXPRESSION	GSM1074971_APPLY_p_Hulin_58_430A_Mouse430A_2_C01_528304.EXPRESSION	GSM1074972_APPLY_p_Hulin_58_430A_Mouse430A_2_C02_528216.EXPRESSION	GSM1074973_APPLY_p_Hulin_58_430A_Mouse430A_2_C03_528184.EXPRESSION	GSM1074974_APPLY_p_Hulin_58_430A_Mouse430A_2_C04_528282.EXPRESSION	GSM1074975_APPLY_p_Hulin_58_430A_Mouse430A_2_C05_528136.EXPRESSION	GSM1074976_APPLY_p_Hulin_58_430A_Mouse430A_2_C06_528296.EXPRESSION	GSM1074977_APPLY_p_Hulin_58_430A_Mouse430A_2_C07_528298.EXPRESSION	GSM1074978_APPLY_p_Hulin_58_430A_Mouse430A_2_C08_528280.EXPRESSION	GSM1074979_APPLY_p_Hulin_58_430A_Mouse430A_2_C09_528286.EXPRESSION	GSM1074980_APPLY_p_Hulin_58_430A_Mouse430A_2_C10_528210.EXPRESSION	GSM1074981_APPLY_p_Hulin_58_430A_Mouse430A_2_C11_528134.EXPRESSION	GSM1074982_APPLY_p_Hulin_58_430A_Mouse430A_2_C12_528212.EXPRESSION	GSM1074983_APPLY_p_Hulin_58_430A_Mouse430A_2_D01_528268.EXPRESSION	GSM1074984_APPLY_p_Hulin_58_430A_Mouse430A_2_D02_528182.EXPRESSION	GSM1074985_APPLY_p_Hulin_58_430A_Mouse430A_2_D03_528274.EXPRESSION	GSM1074986_APPLY_p_Hulin_58_430A_Mouse430A_2_D04_528204.EXPRESSION	GSM1074987_APPLY_p_Hulin_58_430A_Mouse430A_2_D05_528252.EXPRESSION	GSM1074988_APPLY_p_Hulin_58_430A_Mouse430A_2_D06_528278.EXPRESSION	GSM1074989_APPLY_p_Hulin_58_430A_Mouse430A_2_D07_528152.EXPRESSION	GSM1074990_APPLY_p_Hulin_58_430A_Mouse430A_2_D08_528188.EXPRESSION	GSM1074991_APPLY_p_Hulin_58_430A_Mouse430A_2_D09_528292.EXPRESSION	GSM1074992_APPLY_p_Hulin_58_430A_Mouse430A_2_D10_528250.EXPRESSION	GSM1074993_APPLY_p_Hulin_58_430A_Mouse430A_2_D11_528164.EXPRESSION	GSM1074994_APPLY_p_Hulin_58_430A_Mouse430A_2_D12_528160.EXPRESSION	GSM1074995_APPLY_p_Hulin_58_430A_Mouse430A_2_E01_528176.EXPRESSION	GSM1074996_APPLY_p_Hulin_58_430A_Mouse430A_2_E02_528206.EXPRESSION	GSM1074997_APPLY_p_Hulin_58_430A_Mouse430A_2_E03_528124.EXPRESSION	GSM1074998_APPLY_p_Hulin_58_430A_Mouse430A_2_E04_528254.EXPRESSION	GSM1074999_APPLY_p_Hulin_58_430A_Mouse430A_2_E05_528128.EXPRESSION	GSM1075000_APPLY_p_Hulin_58_430A_Mouse430A_2_E06_528276.EXPRESSION	GSM1075001_APPLY_p_Hulin_58_430A_Mouse430A_2_E07_528166.EXPRESSION	GSM1075002_APPLY_p_Hulin_58_430A_Mouse430A_2_E08_528126.EXPRESSION	GSM1075003_APPLY_p_Hulin_58_430A_Mouse430A_2_E09_528236.EXPRESSION	GSM1075004_APPLY_p_Hulin_58_430A_Mouse430A_2_E10_528246.EXPRESSION
Copg1	9.257099998	9.240964965	9.443342825	9.198080453	9.503210342	9.554853679	9.36217194	9.56899579	9.479916772	9.279564822	9.326458845	9.395851438	9.320116931	9.496899629	9.305257501	9.422501426	9.277757897	9.235379587	8.914093841	8.873772229	9.44351856	9.403171633	9.581820754	9.510428872	9.61223229	9.579032865	9.719825883	9.608368557	9.518412994	9.371619229	9.56599624	9.536411981	9.578996744	9.561327993	9.568729641	9.714440777	9.586390457	9.590781033	9.477213681	9.556877505	9.170503395	9.666342179	9.569205766	9.661509905	9.37264876	9.365762327	9.489357337	9.502145053	9.185550013	9.762804786	9.649702792	9.545838145	9.389505715	9.54956623	9.628423699	9.653795561	9.608623887	9.569295242
Atp6v0d1	9.704377159	10.4504294	10.72634152	8.898485949	7.816561387	7.675789409	7.98049107	7.943562343	8.172842275	8.39909443	8.517814191	8.596417708	8.705234132	8.823293886	8.842074946	8.865088805	8.99290008	8.845938247	9.791706388	10.10457269	10.2814318	8.904202728	7.983881846	7.936763395	8.443081361	8.397410459	8.689935522	8.868392506	9.067525229	9.0939683	9.220387286	9.154938973	9.288861201	9.305812464	9.559151137	9.808490425	9.162433524	9.24713602	9.550155034	9.805537613	10.32634031	8.745894523	8.007099244	8.370234923	8.624198617	8.836384083	8.99199438	9.069114128	10.11726146	8.970669179	8.360115743	8.787209117	9.180657507	9.364851595	9.303110676	9.469779287	9.37487844	9.465964589
Golga7	10.48243212	10.30474345	10.51544882	10.92477212	10.76941752	11.03910889	10.97347122	10.77409085	10.61416797	10.77610581	10.57706966	10.51137414	10.58304876	10.56270601	10.63273484	10.68547215	10.81017921	10.67388939	10.39427347	10.40174987	10.6594476	10.92626916	10.87876809	10.95290114	10.87448107	10.83271715	10.86923522	10.88708848	10.7127383	10.65476924	10.73450383	10.75647231	10.67577772	10.92719622	10.81579111	11.25430262	10.82783776	10.90936516	11.09873364	11.36813466	10.25281739	10.73689783	10.85234134	10.67499136	10.5349568	10.64368249	10.62101315	10.68957002	10.29364323	10.7823679	10.91467784	10.73091631	10.70050124	10.85681433	10.82323793	10.85613336	10.90272729	11.05124588
Psph	8.221890228	7.707545169	6.992103235	7.322841747	8.055133177	8.672157743	8.626107459	9.032944362	9.444216652	9.838545631	9.883162435	9.866678352	9.832648409	10.1588908	10.74502613	10.3810752	9.602559995	9.518936768	8.417275421	7.621215903	6.825922449	7.358449403	8.422918142	8.804064627	8.742313533	9.103485967	9.313665537	9.567852797	9.529241231	9.431465205	9.646823482	10.66384083	10.44844853	10.9362209	9.652821017	10.62447908	10.47837632	10.84580177	9.781681419	10.51848198	7.792408093	7.437962348	8.918325581	9.774588354	9.789396827	9.795995612	10.20762562	9.908475706	7.977296331	7.563109571	8.833045606	9.543645119	9.497365916	9.330827788	10.1780672	9.984689028	10.25677245	9.990758149
Trappc4	9.066625282	9.103602158	9.675268166	9.639101771	9.904733481	10.3585599	10.45456526	10.54424846	10.42956065	9.881408314	9.842775793	9.683432724	9.997689826	10.00662674	10.06169131	9.955121734	10.16733557	10.18269626	8.926906649	8.979248692	9.385448912	9.538420377	9.914548315	10.24828549	10.17876297	10.41970332	10.16389783	9.734749417	9.730169429	9.713776664	9.941215558	9.974216594	9.911338224	9.947963453	9.927294649	9.998030089	9.936765531	9.894000137	9.79850042	9.831757716	8.767360326	9.556272113	10.35427011	10.05025505	9.583029702	9.830302208	9.951624884	9.950462989	8.831963372	9.524398526	10.20244236	9.969709839	9.700316746	9.79439405	9.955316448	9.972993796	9.948444518	9.864193418
Dpm2	8.973214755	8.903150424	9.167669838	9.353008989	9.433168032	9.298802808	9.537190827	9.403591608	9.433935552	9.213868143	9.233600081	9.176683812	9.101156952	9.201465655	9.057433047	9.16973881	9.012278245	9.09199581	9.046738713	9.374091708	9.258350479	9.351884023	9.519240046	9.3854442	9.634378682	9.464538095	9.433526132	9.369974827	9.412690166	9.299099318	9.229000152	9.26551072	9.30535638	9.285972597	9.256304057	9.295027401	9.271919653	9.205955325	9.282883679	9.162330335	8.880622143	9.386639782	9.500262351	9.4427327	9.097673999	8.936120531	9.104649889	9.144773286	9.387549897	9.481249597	9.577572024	9.507432509	9.338647111	9.264289913	9.292181268	9.281428242	9.409323033	9.366880972
Psmb5	10.32535772	10.15719612	10.61052984	11.07341014	11.60236013	11.71263675	12.01643703	12.07488792	11.9675792	11.70792707	11.78774758	11.84023718	11.90826041	12.01227057	11.81549911	11.68667897	11.85959343	11.75899025	10.3461389	10.37626686	10.54007142	11.24676012	11.80062151	11.73962523	12.03826587	12.02809099	11.83895486	11.6564456	11.76221819	11.73090444	11.87143648	11.77322947	11.85805767	11.75587172	11.84014846	11.66338799	11.80968223	11.7967801	11.79698949	11.7387133	10.18138616	11.27579946	11.96501219	11.82090418	11.75491736	11.7622188	11.86077593	11.86725772	10.28014286	11.21399661	11.92072774	11.80999304	11.72516463	11.77079018	11.85736704	11.7616133	11.80116288	11.78363611
Dhrs1	7.090030323	6.74005317	6.856461724	6.477289818	5.649825044	5.975553406	6.993440519	6.396243162	6.529177143	6.714145127	6.967070606	6.695148904	6.654064237	7.112514571	7.07062224	7.081407527	7.07830618	7.243023849	6.947973244	6.843904357	6.582511239	6.580989224	5.842878042	5.891010299	6.793078495	6.687378239	6.800838979	6.770714958	6.639815548	7.279222571	7.534702323	7.897147508	7.758539708	8.038722119	7.837014988	9.078614665	7.835044259	8.000671977	7.918102772	8.880532543	6.854383853	6.574792793	6.644634217	6.98447294	7.090668217	6.720136687	7.041549377	7.159219491	6.829136223	6.915678234	6.62770842	6.705362969	7.439485702	7.580638426	7.922027068	7.912764776	7.735839603	8.002663709
Ppm1a	10.0287885	10.40173332	10.39877116	10.20157655	10.02663693	10.07077185	9.995734209	9.765325097	9.623382363	9.407712499	9.547805952	9.558029883	9.500444203	9.53163786	9.641930391	9.499034207	9.53673079	9.496990036	10.18346544	10.49750613	10.37793129	10.03676384	9.865346963	10.03091274	9.799455857	9.687161545	9.502271396	9.430423888	9.52132692	9.53867842	9.43699578	9.396699046	9.576099396	9.484015454	9.48239493	9.457377998	9.47622517	9.42347151	9.427146514	9.338607692	10.28382937	10.14147624	9.833811134	9.556225579	9.497609933	9.425498652	9.508416517	9.420750244	10.36949276	10.00639031	9.767585428	9.474284424	9.481354998	9.484347842	9.485098815	9.439971255	9.418632666	9.374525249
Psenen	11.53214698	11.27279213	11.34019137	11.13765162	11.05483234	10.91131714	11.04295279	10.9826528	10.98138174	10.72457383	10.57084556	10.44791737	10.61196172	10.74136686	10.6496319	10.49364844	10.74074035	10.71175884	11.65654517	11.45490124	11.4494755	11.2993049	11.2951734	11.15133426	11.06505042	10.93555923	10.79627239	10.58843871	10.56786015	10.38456033	10.53741212	10.66066247	10.72931189	10.76246151	10.79985089	10.94559476	10.70598435	10.72272498	10.92127738	11.18302733	11.17499756	11.22573236	11.02859167	10.6621942	10.45733521	10.50326441	10.46803002	10.58690644	11.40442453	11.20632518	11.05678955	10.60971422	10.45286704	10.57266787	10.65156705	10.7669732	10.69196807	10.95940142
Anapc1	9.382297987	9.154989101	8.989817299	9.127091493	9.137779603	9.272687252	9.163545814	9.303635766	9.349983818	9.520979542	9.7104057	10.05063053	9.992375402	10.10749081	10.00705341	9.941143058	9.980507989	9.948554901	9.298632191	9.167907076	8.881958521	9.071134921	9.1481782	9.204635818	9.164828221	9.353455379	9.372490758	9.438929245	9.626413261	9.664424845	9.648790977	9.53037384	9.670807536	9.572520217	9.702690005	9.410174815	9.618570331	9.634246913	9.609405989	9.389890663	9.008519164	9.048068935	9.346558739	9.724925663	9.996952396	9.904890338	10.04894107	10.11326298	9.104185716	9.077922349	9.200119406	9.545302858	9.784439554	9.536252047	9.629570253	9.638343206	9.572789563	9.582820868
Mrpl43	8.984901577	9.235770978	9.672428172	10.25130035	10.22566284	10.18033568	10.09890893	10.06420602	10.01304265	9.815497164	9.894254853	9.701306975	9.713595186	9.717040503	9.617263647	9.601422125	9.636292559	9.744855589	8.904444288	9.214060593	9.635112044	10.17231871	10.16959571	10.05266034	10.02110348	10.14750595	9.961046873	9.97897392	9.970638471	9.753390511	9.837011452	9.79147669	9.889074126	9.804812266	9.872654754	9.908966807	9.894202646	9.78637991	9.837617872	9.876393265	9.105245275	10.15175395	10.12829358	10.00584521	9.612233521	9.650790433	9.653891287	9.69144453	9.201655769	10.24772538	10.06023994	10.10424179	9.788308577	9.677748325	9.825677417	9.766504729	9.808749259	9.781237952
Xpo7	9.494394311	9.482252593	9.129734662	9.53463785	9.65231292	9.562960875	9.643010743	9.667277118	9.742157256	9.920794939	9.790179703	10.01280389	9.813955826	9.821227878	9.830030817	9.890716259	10.02717282	9.656108195	9.384042962	9.30539031	8.786180528	9.403853843	9.700408754	9.483079212	9.540888029	9.649492667	9.586393958	9.967638422	9.617598647	9.745777436	9.880472464	9.838075472	9.761445467	9.899801437	9.744690065	9.649407187	9.997843026	9.754741363	9.892580679	9.707630251	9.61194401	9.326773587	9.701395012	9.973679739	9.623222117	9.66446627	9.800842733	9.767179186	9.376805773	9.377746982	9.700207571	9.672057018	9.700437795	9.590600758	9.713382201	9.735093596	9.767741439	9.742886063
Nmt1	10.4641414	10.48055837	10.46269619	10.68173891	10.82471176	11.01936174	11.06840627	11.03973249	11.08540651	10.90565081	10.9820225	11.12554336	11.13272629	11.11320745	11.02783068	11.0218286	10.9792423	10.93037025	10.44022335	10.49883062	10.45276233	10.65249097	10.8878438	10.98865284	11.04882613	11.0122044	10.94775255	11.03457271	11.07326529	10.96942893	10.95232904	10.97060756	11.0899505	11.06894496	10.97598901	11.01337264	11.0686041	11.08315443	10.91992221	10.864548	10.42012125	10.67292732	11.10011762	11.09743288	11.01839348	10.98864442	11.16871253	11.08238358	10.41286795	10.68272085	11.09362189	11.06716302	10.98069445	10.88754661	11.10615289	10.93187669	11.07033496	10.89596714
Atg5	8.306650012	7.916090228	8.119521302	8.753873632	8.839734956	8.836924024	8.863920068	8.754250612	8.581188124	8.366768264	8.553611825	8.434706255	8.246201546	8.132266416	8.054656259	8.121445652	8.145928359	7.998271259	8.29551112	8.116571763	8.042924597	8.746180738	8.767775752	8.768738854	8.904062046	8.683439858	8.570995199	8.486081185	8.295714983	8.179859521	7.884494736	7.831967624	7.80700266	7.831701372	8.00807673	7.490712358	8.031385414	7.784787483	7.912333026	7.382661133	8.119323245	8.70483605	8.930220433	8.469565936	8.387816403	8.280379287	8.247919668	8.247654657	8.40011963	8.763324078	9.093436625	8.717553441	8.312137067	8.029541092	8.019964546	7.955985543	7.927337224	8.02208101
Mtif2	8.461007011	8.118068164	7.432984979	8.42390253	8.523075444	8.656756328	9.048992781	9.218580713	8.85280853	9.136810779	8.919930068	9.066689644	8.98849175	9.0847738	8.853176479	9.051463734	9.116753915	8.850935994	8.514553393	7.857972266	7.509580717	8.305509424	8.688230125	8.713290723	9.136609031	9.150822022	8.961520817	9.126389334	8.838450209	9.074663347	8.892826294	8.773675248	8.908013644	8.999512498	8.95519069	8.77375844	8.958035325	8.872908576	9.066588747	8.684738045	8.271694673	8.306858939	9.061516824	9.278864446	9.286832588	9.217937139	9.36730202	9.297765196	8.10667884	8.419244284	8.989880655	9.024913392	9.007361714	8.850236347	9.104404761	8.932213039	9.005454308	9.063763197
Rab14	11.35640628	11.68334366	11.50474083	11.13243185	10.89534949	10.85451116	10.86425402	10.90682507	10.82693228	10.79758619	10.9082758	10.9851171	11.00413941	10.92449019	10.90766415	10.97384657	11.00147537	10.92383869	11.42272147	11.69023504	11.47891785	11.18036114	10.90723921	10.95650079	10.92704014	10.97024727	10.86003756	10.84019989	10.8638715	11.02365783	11.27669648	11.06761552	11.11628189	11.01082233	11.26453419	11.05919197	11.15068391	11.05444704	11.18983436	11.00005443	11.67851129	11.06039448	10.96390913	10.86420392	11.02899194	10.91755868	11.01730129	11.04158321	11.47477319	11.1109568	11.00456767	10.86082138	11.08182823	11.08778361	11.12000229	11.21605733	11.19552843	11.17329164
Psap	11.4440082	11.23369597	10.26156783	8.338885834	8.714736159	8.418215247	9.115488137	9.32785755	9.358109765	9.571724721	9.480119764	9.656163603	9.394560705	9.541203518	9.392418059	9.003413002	9.335294168	9.622680434	10.83826451	10.67143431	9.873447266	8.53780282	8.870311547	8.719953898	9.262389968	9.503206103	9.331504254	9.599646807	9.692700991	9.89703347	9.887897419	9.823475243	9.924741285	9.943395298	10.14753728	10.23819295	9.774811099	9.89650545	10.29076575	10.81014934	11.32086536	9.309842519	9.153040315	9.70118358	9.663911597	9.321513209	9.338829291	9.414488947	11.18882682	9.217467755	9.173386994	9.720056932	10.00477785	9.787361066	9.911850676	10.0393242	9.857157197	10.20389472
Ube2g1	9.828024115	10.21822945	9.870816709	10.41547076	10.49325036	10.53903591	10.24039021	10.14687838	9.979864329	9.850292541	9.733199496	9.825462953	9.949027806	9.945336769	9.933870942	9.865204671	9.868541856	9.720228509	9.848762298	9.814325999	9.794167186	10.35764221	10.4605717	10.29570541	10.0395904	10.06352689	10.0140205	9.904753018	9.639921997	9.380010562	9.769526557	9.699449884	9.744288118	9.724029435	9.644624753	9.69983166	9.738125084	9.835378753	9.681294794	9.78255257	10.28490381	10.29306329	10.35844378	10.02065472	9.713827767	9.828734157	9.873938878	9.849240102	10.06334868	10.30079636	10.03531959	9.851301226	9.518565596	9.632375462	9.770499897	9.563667752	9.64688896	9.599900692
Znf306	9.127672015	8.140798264	8.435727751	8.974867345	8.599434222	8.653890144	8.659992061	8.1111309	8.147429711	8.155796937	8.065436733	8.116760154	8.058796079	8.183849515	8.323875712	8.02645749	8.255136849	8.144676625	9.143221764	8.510339459	8.727563643	8.933231765	8.49075786	8.562376986	8.536262308	8.05362398	7.806904902	7.745132272	7.812189235	7.630579482	7.616776416	7.828437814	7.788232139	8.046489239	7.882441904	8.306504049	7.758913359	7.904411087	8.196509696	8.542700459	8.152858934	8.829717834	8.566397038	8.087135061	8.392299645	8.220833731	8.140093931	8.061953054	8.408705105	8.853773955	8.421669526	7.668871335	7.809382028	7.400188737	7.89874876	7.856367107	7.69196508	8.059801934
Mrpl27	8.269606508	8.385744798	8.431897899	9.091219988	9.463788603	9.590311159	9.859984984	10.13831786	10.25750042	10.28146974	10.5494353	10.56042032	10.52895336	10.50993237	10.35674389	10.36905274	10.40927728	10.51032977	8.627711045	8.548009953	8.702764243	9.073657445	9.535616269	9.657199983	9.907823608	10.04083219	10.05459522	10.30122278	10.37258002	10.44622335	10.29509061	10.34498563	10.43018441	10.39919344	10.40736229	10.21945894	10.37041473	10.3955788	10.29489263	10.0582814	8.028724029	9.072650387	9.929986921	10.52363749	10.46243021	10.37422088	10.48058978	10.51301769	8.231663202	8.967985127	9.840902065	10.22182572	10.40489435	10.24150651	10.50307762	10.40842883	10.47605443	10.3088135
Dlg1	9.737898964	9.743208537	9.703710576	10.07545222	9.686830088	9.946071223	9.417576786	9.04058913	8.969013351	8.590554856	8.91478709	8.767441941	8.663553139	8.589024374	8.627749539	8.609849049	8.776013127	8.634033345	9.766230267	9.667538316	9.532095416	9.841633089	9.638549949	9.776315192	9.334218939	8.952251378	8.949820451	8.791270214	8.671521305	8.547136016	8.612547615	8.49636421	8.621753611	8.422970947	8.644312883	8.612640933	8.568525783	8.515612582	8.532405022	8.536130503	9.558227151	9.888007379	9.486646161	8.845107079	8.640887233	8.641181081	8.657828724	8.831508963	9.774260699	9.699164966	9.347696525	8.774002648	8.573045888	8.66819363	8.735271281	8.657459223	8.639927479	8.531309338
Canx	10.87352353	10.93962101	10.68618817	11.58671723	11.80211231	11.90866068	11.97118808	11.89743604	11.86836536	11.85166869	11.79866728	11.77343012	11.84967949	11.83720635	11.76413961	11.99813048	11.91732704	11.88838092	11.0721616	10.83111022	10.81706145	11.52964795	11.73037788	12.01540102	11.99601568	12.03538232	12.05208947	11.99235659	11.99461103	11.90866068	11.93455854	11.93085354	11.78315954	11.75156934	11.92760574	11.86516111	11.86578774	11.83490765	12.02812886	11.81199411	10.92325882	11.48264231	11.96531992	11.81430638	11.76960856	11.98641098	11.8424587	11.90275414	10.75738721	11.56608208	12.00328564	11.91424866	11.82980247	11.93322683	11.81477194	11.989874	11.80523465	12.01284426
Derl1	10.63959139	10.94090216	10.69301251	10.29356615	9.978308139	10.06941889	9.920877929	9.452713803	9.540170486	9.404094466	9.23204391	9.21659989	9.110138703	9.189887983	9.517365743	9.453906311	9.339762898	9.158186437	10.82823891	10.84620715	10.41802512	10.32811232	10.01326014	10.16784227	10.20133186	10.0207321	10.14469645	9.851635182	9.722647727	9.591036022	9.703730967	9.819448566	9.705050996	9.821460953	9.579934133	9.725231967	9.71991744	9.776828977	9.662786894	9.719333492	11.08677087	10.12414958	9.953563946	9.413864246	9.38876877	9.405826452	9.346526027	9.416103663	10.85439658	10.30082355	10.21282258	9.964763623	9.619679846	9.78523897	9.708962515	9.742235826	9.659707969	9.742125419
Wars	8.032560562	7.515237702	7.974843188	9.253191067	10.08081566	9.977976739	9.632041616	9.705614652	9.629049796	9.277684251	9.188965737	9.164141388	9.159165395	9.323074311	9.302831377	9.170763478	9.091237282	8.952180018	8.026372576	7.815060669	8.902404229	9.429125571	9.960748924	9.886178158	9.45009556	9.702560079	9.519786398	9.192545542	9.041320451	8.724490217	8.857984545	9.004846983	8.957968723	9.007220688	8.88440851	8.652623628	8.890318275	9.000063725	8.771596314	8.800281741	7.484329789	9.611311342	9.744553383	9.602245321	8.996228972	8.952107683	9.189956882	9.091601628	7.806186433	9.587417097	9.490253652	9.277011016	8.742428443	8.557853326	8.972030742	8.795060635	8.926315072	8.884295054
Psma1	10.10206481	10.07843653	10.18850185	10.41695161	10.71742409	11.12644768	11.40269942	11.37505046	11.4224253	11.43364942	11.29254059	11.37302367	11.54313939	11.51675689	11.50556178	11.63494735	11.38347352	11.44701098	10.09555801	9.546825243	10.00729118	10.4520853	10.83582471	11.13143446	11.53024567	11.40088975	11.31536806	11.40358576	11.26677704	11.26861405	11.3363145	11.3941152	11.39339456	11.37894069	11.2986741	11.23216493	11.45628952	11.39906195	11.25940712	10.99608013	10.13545112	10.34679641	11.45242939	11.52309185	11.40010236	11.53432311	11.56460114	11.58355496	9.874873227	10.5723256	11.4399232	11.16586114	11.32995499	11.31422094	11.35367124	11.25819747	11.39846087	11.2615654
Sar1a	9.767939517	10.4862011	11.04092799	11.33497033	11.21426823	11.00189529	11.07170722	10.98531824	10.71605312	10.29112324	10.23475427	10.11816227	10.11427166	10.07783988	10.01579357	9.804577678	9.865444956	9.931003407	9.852443288	10.26486898	11.16697379	11.39902295	11.259245	11.06533576	11.0078781	10.96940415	10.63196631	10.43100112	10.33189369	10.10582626	10.1470463	10.04629332	10.01796545	9.98613365	9.926296339	9.953205504	10.08121309	9.993608729	9.955359699	9.944493156	10.05745887	11.28759884	11.06535239	10.53174979	9.966715395	9.754136438	9.852460637	9.854963384	10.01710127	11.38117408	11.11374923	10.49752356	10.05556297	10.05576665	10.05356094	9.960550224	10.0254325	9.878477767
G3bp2	11.80321922	11.87156429	11.51060417	11.2873304	11.4754537	11.12016957	11.25367036	11.22969853	10.93333506	11.29514962	11.40899758	11.50215381	11.38877632	11.36786583	11.30955396	11.36902641	11.34347105	11.36799863	11.72221451	11.67664247	11.43104408	11.52001676	11.58707225	11.16075936	11.25092032	11.25296437	11.1411306	11.39110709	11.3758883	11.44343462	11.50082277	11.49278617	11.43946581	11.33406797	11.41994181	11.43194046	11.59897941	11.49133902	11.52857795	11.52998726	12.01283473	11.41817358	11.25000526	11.21147674	11.49286749	11.4429837	11.51260387	11.36474087	11.88962574	11.53065639	11.33164803	11.50803569	11.53352863	11.34738195	11.46504565	11.41789429	11.34514978	11.40965152
Golm1	8.52053366	7.836694496	8.449845512	7.265224653	6.98712112	7.118152656	6.62416231	6.946907594	6.934397576	7.060977716	7.290746693	7.511297677	7.319276088	7.543131303	7.487535011	7.48796732	7.689405883	7.627839214	8.448134347	8.195508533	7.123930012	6.258518999	6.488786944	6.819861985	6.547077676	7.042291789	7.126838839	8.193369137	8.215629321	8.497869645	7.984074377	7.888340766	7.922313236	7.946663971	8.373949204	7.560125289	7.806832947	7.823028801	8.345549638	7.870200406	7.758098963	7.637962508	6.691273118	7.809760667	7.201081827	7.163678923	7.569170645	7.676964153	7.983252029	6.120744668	6.541744789	8.049159988	8.666161314	8.553433936	8.571573534	8.476914111	8.357635368	8.359301589
Gps1	9.343000692	9.214617417	9.991257915	10.88090458	10.91723279	10.91993383	10.78359701	10.87362279	10.90373858	10.7714925	10.82584289	10.62858435	10.52236031	10.45277024	10.34144436	10.24820408	10.28729012	10.25010991	9.345065066	9.219612639	9.97223507	10.83948608	10.935638	10.84623771	10.87030928	10.92030261	10.84046027	10.83837688	10.90837955	10.6631882	10.67009027	10.41634399	10.58201389	10.36530618	10.53316795	10.14961238	10.51764972	10.43390768	10.44319219	10.10451214	9.108987219	10.8803862	10.89694754	10.92101638	10.53101949	10.40539247	10.32076545	10.42792469	9.080875298	10.90898721	10.84334462	10.95344454	10.76566653	10.5668321	10.55714162	10.49640475	10.56280729	10.43741504
Ssr3	10.17489169	10.38651757	10.26495858	10.25258402	10.11533904	10.37850783	10.29401968	10.17377451	10.199703	10.34632309	10.43139199	10.54087822	10.60391045	10.58070606	10.6454322	10.71771171	10.7961797	10.54489966	10.51748811	10.5692491	10.38271376	10.21512013	10.12957199	10.44942835	10.35019827	10.29241112	10.66205719	10.79016766	10.84117834	10.79938496	10.78919262	10.72109023	10.75977727	10.8094429	10.91167347	11.02279854	10.79997884	10.81948988	11.08489907	11.16209249	10.39614161	9.928797057	10.32932545	10.40492474	10.47350661	10.52302153	10.61695394	10.58100923	10.53558407	10.02593002	10.35459797	10.50976266	10.73160111	10.86638391	10.75533969	10.88072768	10.84129855	10.85453148
